"X" "Y" "Epsilon"
1 1.00645317279446 0.00645317279445928
2 2.63210765924195 0.632107659241951
3 3.18660330218436 0.186603302184356
4 4.6925422091799 0.692542209179901
5 5.83203412493801 0.83203412493801
6 5.50529398669281 -0.494706013307186
7 6.66880235739275 -0.331197642607251
8 8.05443918833029 0.0544391883302889
9 9.54335181292099 0.543351812920991
10 10.3826110088644 0.382611008864436
11 11.5308070471307 0.530807047130747
12 12.7423862225488 0.742386222548809
13 12.1719206824292 -0.828079317570774
14 12.9348942684957 -1.06510573150434
15 14.8453770970823 -0.154622902917693
16 15.1926141732715 -0.807385826728547
17 15.5173584966918 -1.48264150330817
18 17.9018659488526 -0.0981340511474109
19 18.5788169048131 -0.421183095186921
20 19.6179888438239 -0.382011156176137
21 21.6718012827859 0.671801282785916
22 24.1711407368419 2.1711407368419
23 23.0280417309645 0.0280417309645062
24 25.0162377035558 1.01623770355583
25 26.7237286104546 1.72372861045465
26 26.6782375383195 0.678237538319483
27 27.1688385101129 0.168838510112889
28 29.5147741702488 1.51477417024878
29 29.0663629015213 0.0663629015212585
30 30.2866951777041 0.286695177704092
31 30.1750967474199 -0.824903252580074
32 30.2771462171591 -1.72285378284088
33 32.6947054480978 -0.30529455190222
34 35.4023233823543 1.40232338235427
35 33.6287382799687 -1.37126172003134
36 36.8031726263276 0.803172626327556
37 37.84219390798 0.842193907979972
38 39.2280445024923 1.22804450249232
39 38.0546607117815 -0.945339288218466
40 40.0539549721669 0.0539549721668559
41 38.142122965754 -2.85787703424603
42 41.0481874044256 -0.951812595574398
43 43.299799531859 0.299799531859045
44 45.9901655714347 1.99016557143474
45 44.8269793936853 -0.173020606314705
46 46.5331414724276 0.533141472427646
47 46.4603120681212 -0.539687931878789
48 47.0540483322755 -0.945951667724501
49 49.9086904632412 0.908690463241221
50 49.9944654012208 -0.00553459877915474
51 50.5374831806422 -0.462516819357821
52 52.7958024610683 0.79580246106831
53 53.4065118108644 0.406511810864433
54 55.4382085952317 1.43820859523172
55 55.1346776591142 0.134677659114177
56 57.4654052151563 1.46540521515626
57 56.3931878771781 -0.606812122821921
58 58.0473024130378 0.0473024130378044
59 59.553254111469 0.553254111469014
60 59.2743596831097 -0.725640316890341
61 62.4901141317544 1.49011413175439
62 61.8944887580729 -0.105511241927096
63 63.7625073770509 0.762507377050938
64 64.4831358383094 0.483135838309371
65 63.1884960948365 -1.81150390516349
66 67.0801366226114 1.08013662261138
67 66.3123058237875 -0.687694176212521
68 66.3824365140075 -1.61756348599247
69 69.4602825631604 0.460282563160391
70 70.2522386579918 0.252238657991766
71 68.9055984503311 -2.0944015496689
72 72.1432248911607 0.143224891160698
73 72.545344005462 -0.45465599453799
74 74.7755167911308 0.775516791130778
75 75.8499658179481 0.849965817948131
76 74.0409787226518 -1.9590212773482
77 75.3689915139088 -1.63100848609118
78 79.3365664844229 1.33656648442294
79 78.0800471823491 -0.919952817650889
80 80.1539087295077 0.153908729507749
81 81.2572602586911 0.257260258691119
82 81.4241356993421 -0.575864300657856
83 83.5476682283783 0.547668228378287
84 83.9461515789421 -0.053848421057876
85 85.2040385645804 0.204038564580437
86 84.8495587969539 -1.15044120304613
87 87.8036007052088 0.803600705208804
88 89.8121213986157 1.81212139861566
89 88.7472600172635 -0.252739982736515
90 89.0773440473095 -0.922655952690463
91 89.8629554048582 -1.13704459514184
92 93.2570461452169 1.25704614521691
93 92.6024423786227 -0.397557621377305
94 94.5057380368622 0.505738036862188
95 93.585581288369 -1.41441871163099
96 96.4252199492723 0.425219949272282
97 96.5041702003835 -0.495829799616541
98 98.5813305972285 0.581330597228475
99 99.0155564605722 0.0155564605721958
100 98.8081365983948 -1.19186340160518
101 99.701426235523 -1.29857376447701
102 105.037696834279 3.03769683427925
103 104.515992239662 1.51599223966234
104 104.116241190944 0.116241190944144
105 103.019184831516 -1.98081516848394
106 105.437455159246 -0.562544840753579
107 106.985311977882 -0.0146880221182822
108 106.559062803701 -1.44093719629881
109 108.018993567897 -0.981006432103289
110 109.037270388217 -0.962729611782866
111 110.496424302014 -0.503575697985599
112 110.871917692677 -1.12808230732328
113 112.530963865009 -0.46903613499078
114 113.691355472529 -0.308644527471355
115 114.86081451743 -0.139185482569562
116 115.904987893091 -0.095012106908861
117 116.119400599189 -0.880599400811364
118 118.384077971567 0.384077971567281
119 121.332041065031 2.33204106503052
120 119.696062169732 -0.303937830268117
121 120.552510921182 -0.447489078818055
